Algorithm,Problem,Exp,Indicator,Value,obj
4,10,9,2,0.854383934075952,3
4,10,9,3,0.403680817439611,3
4,10,10,1,356.5266228,3
4,10,10,2,0.872466247468851,3
4,10,10,3,0.409828257396114,3
4,10,11,1,360.0689322,3
4,10,11,2,0.833898307397362,3
4,10,11,3,0.407709648074097,3
4,10,12,1,354.6493384,3
4,10,12,2,0.868119249963137,3
4,10,12,3,0.401805912079522,3
4,10,13,1,365.1168357,3
4,10,13,2,0.845297077114025,3
4,10,13,3,0.409105476943322,3
4,10,14,1,363.6837198,3
4,10,14,2,0.851401764569801,3
4,10,14,3,0.409089724257211,3
4,10,15,1,361.3805665,3
4,10,15,2,0.876698775597256,3
4,10,15,3,0.399653332781382,3
4,10,16,1,347.0616204,3
4,10,16,2,0.839665272873086,3
4,10,16,3,0.405301558881032,3
4,10,17,1,362.3369615,3
4,10,17,2,0.840260303182015,3
4,10,17,3,0.406467821407268,3
4,10,18,1,365.0044369,3
4,10,18,2,0.841670482076029,3
4,10,18,3,0.407145150330844,3
4,10,19,1,355.309105,3
4,10,19,2,0.867414862453539,3
4,10,19,3,0.404708073791188,3
4,10,20,1,356.8373867,3
4,10,20,2,0.86613622819744,3
4,10,20,3,0.404747796888053,3
1,11,1,1,2.596591,3
1,11,1,2,0.431793432111301,3
1,11,1,3,0.540737265813694,3
1,11,2,1,2.3225091,3
1,11,2,2,0.462037511528666,3
1,11,2,3,0.538408683620539,3
1,11,3,1,2.3249807,3
1,11,3,2,0.436878411879373,3
1,11,3,3,0.541157594998677,3
1,11,4,1,2.3149161,3
1,11,4,2,0.442454349039588,3
1,11,4,3,0.541634854142332,3
1,11,5,1,2.2852565,3
1,11,5,2,0.437156314200491,3
1,11,5,3,0.544350564387632,3
1,11,6,1,2.3236764,3
1,11,6,2,0.440647618874422,3
1,11,6,3,0.546099000308091,3
1,11,7,1,2.3247746,3
1,11,7,2,0.436333682971095,3
1,11,7,3,0.539817452006721,3
1,11,8,1,2.5890593,3
1,11,8,2,0.441157608158586,3
1,11,8,3,0.545469701509214,3
1,11,9,1,2.3421359,3
1,11,9,2,0.446023249079085,3
1,11,9,3,0.541662554485331,3
1,11,10,1,2.3259841,3
1,11,10,2,0.442817584823805,3
1,11,10,3,0.537474407212045,3
1,11,11,1,2.3222418,3
1,11,11,2,0.436264350926992,3
1,11,11,3,0.54616469324716,3
1,11,12,1,2.2933533,3
1,11,12,2,0.44707852981604,3
1,11,12,3,0.540541421269968,3
1,11,13,1,2.3882058,3
1,11,13,2,0.442538587299198,3
1,11,13,3,0.544021918123716,3
1,11,14,1,2.3184427,3
1,11,14,2,0.442624321899083,3
1,11,14,3,0.541515739229347,3
1,11,15,1,2.3178713,3
1,11,15,2,0.437153815141867,3
1,11,15,3,0.541297683800557,3
1,11,16,1,2.3024663,3
1,11,16,2,0.441090203908642,3
1,11,16,3,0.542941371084054,3
1,11,17,1,2.3253386,3
1,11,17,2,0.454059736245779,3
1,11,17,3,0.543095141601649,3
1,11,18,1,2.324202,3
1,11,18,2,0.442906891136056,3
1,11,18,3,0.539392683881977,3
1,11,19,1,2.3078119,3
1,11,19,2,0.438179691603356,3
1,11,19,3,0.536780723392462,3
1,11,20,1,2.2918661,3
1,11,20,2,0.445520982572209,3
1,11,20,3,0.540796555477989,3
2,11,1,1,5.1042301,3
2,11,1,2,0.384850490390088,3
2,11,1,3,0.569543259661513,3
2,11,2,1,4.7333968,3
2,11,2,2,0.38528686346898,3
2,11,2,3,0.571472603370229,3
2,11,3,1,4.5254537,3
2,11,3,2,0.384754016986053,3
2,11,3,3,0.571606248382429,3
2,11,4,1,4.5883999,3
2,11,4,2,0.384520838510193,3
2,11,4,3,0.571405720678115,3
2,11,5,1,4.5565508,3
2,11,5,2,0.385097333536176,3
2,11,5,3,0.570338811954559,3
2,11,6,1,4.5588113,3
2,11,6,2,0.384556418467859,3
2,11,6,3,0.572314432642572,3
2,11,7,1,4.4806323,3
2,11,7,2,0.384620925765942,3
2,11,7,3,0.572378778047149,3
2,11,8,1,4.7058171,3
2,11,8,2,0.38482289427873,3
2,11,8,3,0.5712804295832,3
2,11,9,1,4.6272064,3
2,11,9,2,0.384460931633958,3
2,11,9,3,0.571526871748271,3
2,11,10,1,4.6268814,3
2,11,10,2,0.384839514970414,3
2,11,10,3,0.570696307895562,3
2,11,11,1,4.5875104,3
2,11,11,2,0.384696260842949,3
2,11,11,3,0.571356856363943,3
2,11,12,1,4.67278900000001,3
2,11,12,2,0.385397830129752,3
2,11,12,3,0.571825314785617,3
2,11,13,1,4.7251298,3
2,11,13,2,0.384762152283243,3
2,11,13,3,0.571176046678888,3
2,11,14,1,4.7009421,3
2,11,14,2,0.385822948686859,3
2,11,14,3,0.571104202885691,3
2,11,15,1,4.6856627,3
2,11,15,2,0.384889266740825,3
2,11,15,3,0.571349917275478,3
2,11,16,1,4.6182009,3
2,11,16,2,0.384614590033718,3
2,11,16,3,0.571880151245184,3
2,11,17,1,4.6354423,3
2,11,17,2,0.38523193738505,3
2,11,17,3,0.570927728287333,3
2,11,18,1,4.7017906,3
2,11,18,2,0.385499470986696,3
2,11,18,3,0.57175339734977,3
2,11,19,1,4.6378118,3
2,11,19,2,0.3849094499961,3
2,11,19,3,0.571710473538281,3
2,11,20,1,4.6976716,3
2,11,20,2,0.385011948281788,3
2,11,20,3,0.571391615167444,3
3,11,1,1,33.8882711,3
3,11,1,2,0.409766691142353,3
3,11,1,3,0.553955173976205,3
3,11,2,1,33.6008412,3
3,11,2,2,0.412339843474151,3
3,11,2,3,0.551911283136588,3
3,11,3,1,32.6698879,3
3,11,3,2,0.40887512908865,3
3,11,3,3,0.555873223699277,3
3,11,4,1,32.5138207,3
3,11,4,2,0.410896553475632,3
3,11,4,3,0.552998862135279,3
3,11,5,1,33.1068917,3
3,11,5,2,0.409279386491864,3
3,11,5,3,0.553611318502105,3
3,11,6,1,32.7049472,3
3,11,6,2,0.412480918864607,3
3,11,6,3,0.551235421089682,3
3,11,7,1,33.1683880999999,3
3,11,7,2,0.406290987526047,3
3,11,7,3,0.557361020994342,3
3,11,8,1,32.517068,3
3,11,8,2,0.418826520513678,3
3,11,8,3,0.547143121660949,3
3,11,9,1,32.6330816,3
3,11,9,2,0.407676794851806,3
3,11,9,3,0.555768771959186,3
3,11,10,1,32.4877753,3
3,11,10,2,0.408482556240375,3
3,11,10,3,0.554974729646448,3
3,11,11,1,32.5865012,3
3,11,11,2,0.412905666295522,3
3,11,11,3,0.552099965252948,3
3,11,12,1,32.6014026,3
3,11,12,2,0.406596438055449,3
3,11,12,3,0.557740689616897,3
3,11,13,1,32.9806067,3
3,11,13,2,0.413553399109769,3
3,11,13,3,0.552459221759511,3
3,11,14,1,32.801096,3
3,11,14,2,0.411991732062942,3
3,11,14,3,0.554547365163084,3
3,11,15,1,33.222906,3
3,11,15,2,0.407732073450354,3
3,11,15,3,0.555376377457717,3
3,11,16,1,31.9932233,3
3,11,16,2,0.40984119168323,3
3,11,16,3,0.553715896278561,3
3,11,17,1,32.6750117,3
3,11,17,2,0.409889421753815,3
3,11,17,3,0.554494096812622,3
3,11,18,1,33.0149999,3
3,11,18,2,0.409961145024055,3
3,11,18,3,0.55512193578758,3
3,11,19,1,32.8462095,3
3,11,19,2,0.409283774775313,3
3,11,19,3,0.553912818461748,3
3,11,20,1,32.3801312,3
3,11,20,2,0.413523401562752,3
3,11,20,3,0.552282239362512,3
4,11,1,1,269.7664247,3
4,11,1,2,0.468683452262806,3
4,11,1,3,0.570823024375949,3
4,11,2,1,274.6858956,3
4,11,2,2,0.481000785605011,3
4,11,2,3,0.570601973674838,3
4,11,3,1,280.5016381,3
4,11,3,2,0.494943249506487,3
4,11,3,3,0.569859942567496,3
4,11,4,1,278.2614107,3
4,11,4,2,0.485128407697479,3
4,11,4,3,0.570401525932108,3
4,11,5,1,277.2761932,3
4,11,5,2,0.488456033370902,3
4,11,5,3,0.569506321340738,3
4,11,6,1,276.6581328,3
4,11,6,2,0.476380934970045,3
4,11,6,3,0.569197902423722,3
4,11,7,1,271.8191522,3
4,11,7,2,0.472514498571899,3
4,11,7,3,0.570322547693519,3
4,11,8,1,277.1450509,3
4,11,8,2,0.489174561982838,3
4,11,8,3,0.570358581082445,3
4,11,9,1,278.2541761,3
4,11,9,2,0.481942062711795,3
4,11,9,3,0.571589808300537,3
4,11,10,1,277.4916247,3
4,11,10,2,0.49400038064635,3
4,11,10,3,0.570215742445238,3
4,11,11,1,278.590823,3
4,11,11,2,0.486355790840182,3
4,11,11,3,0.570508793754248,3
4,11,12,1,271.0790865,3
4,11,12,2,0.499179250425702,3
4,11,12,3,0.570068868975964,3
4,11,13,1,278.1248189,3
4,11,13,2,0.474528091553493,3
4,11,13,3,0.569523386023757,3
4,11,14,1,281.9505759,3
4,11,14,2,0.495718408874168,3
4,11,14,3,0.569657798030803,3
4,11,15,1,279.9333157,3
4,11,15,2,0.502226192048278,3
4,11,15,3,0.569899568386684,3
4,11,16,1,281.9476048,3
4,11,16,2,0.474642365280165,3
4,11,16,3,0.570579756631609,3
4,11,17,1,281.3652759,3
4,11,17,2,0.487099553679039,3
4,11,17,3,0.570047019892925,3
4,11,18,1,281.3388971,3
4,11,18,2,0.489745843680195,3
4,11,18,3,0.570139982249744,3
4,11,19,1,281.6585767,3
4,11,19,2,0.488809103657662,3
4,11,19,3,0.570551890960333,3
4,11,20,1,279.0688233,3
4,11,20,2,0.476153489563234,3
4,11,20,3,0.569356560138028,3
1,12,1,1,2.2487614,3
1,12,1,2,0.455715764618509,3
1,12,1,3,0.511089628313787,3
1,12,2,1,2.2378152,3
1,12,2,2,0.453846024982399,3
1,12,2,3,0.511027554021984,3
1,12,3,1,2.2480269,3
1,12,3,2,0.472585082781601,3
1,12,3,3,0.505747953177308,3
1,12,4,1,2.2102127,3
1,12,4,2,0.454107258213892,3
1,12,4,3,0.510451912900344,3
1,12,5,1,2.2341273,3
1,12,5,2,0.459446834172677,3
1,12,5,3,0.513516548759689,3
1,12,6,1,2.2993539,3
1,12,6,2,0.451017611586767,3
1,12,6,3,0.511483057923934,3
1,12,7,1,2.27868130000001,3
1,12,7,2,0.456652281133823,3
1,12,7,3,0.50506408981442,3
1,12,8,1,2.4207585,3
1,12,8,2,0.453840009354906,3
1,12,8,3,0.509742621114606,3
1,12,9,1,2.3188911,3
1,12,9,2,0.448924570483255,3
1,12,9,3,0.5097714611932,3
1,12,10,1,2.3182808,3
1,12,10,2,0.456366424963879,3
1,12,10,3,0.512097954166505,3
1,12,11,1,2.2485552,3
1,12,11,2,0.45055757808871,3
1,12,11,3,0.514100426820749,3
1,12,12,1,2.2603163,3
1,12,12,2,0.452592719720497,3
1,12,12,3,0.51076788542495,3
1,12,13,1,2.3329815,3
1,12,13,2,0.451507387066575,3
1,12,13,3,0.515970013288359,3
1,12,14,1,2.245698,3
1,12,14,2,0.453796495105465,3
1,12,14,3,0.508557991713334,3
1,12,15,1,2.2695258,3
1,12,15,2,0.456316537687234,3
1,12,15,3,0.515750410629558,3
1,12,16,1,2.2424612,3
1,12,16,2,0.459484456231639,3
1,12,16,3,0.511362432775661,3
1,12,17,1,2.2722679,3
1,12,17,2,0.467689605263633,3
1,12,17,3,0.51256686886268,3
1,12,18,1,2.2650493,3
1,12,18,2,0.449731307728173,3
1,12,18,3,0.512548177486815,3
1,12,19,1,2.3381592,3
1,12,19,2,0.451351546808174,3
1,12,19,3,0.510995154909653,3
1,12,20,1,2.2526411,3
1,12,20,2,0.457577586718249,3
1,12,20,3,0.511002627823411,3
2,12,1,1,4.5322972,3
2,12,1,2,0.405496116237955,3
2,12,1,3,0.533163209078249,3
2,12,2,1,4.5041998,3
2,12,2,2,0.40598032952388,3
2,12,2,3,0.532857503913663,3
2,12,3,1,4.504514,3
2,12,3,2,0.405281708902239,3
2,12,3,3,0.533408903713175,3
2,12,4,1,4.5559921,3
2,12,4,2,0.405174433807762,3
2,12,4,3,0.533326986780319,3
2,12,5,1,4.5930512,3
2,12,5,2,0.405178796489606,3
2,12,5,3,0.53331539425619,3
2,12,6,1,4.5351566,3
2,12,6,2,0.404983125950395,3
2,12,6,3,0.533496297115604,3
2,12,7,1,4.4076834,3
2,12,7,2,0.405338715577563,3
2,12,7,3,0.533313579119074,3
2,12,8,1,4.6106422,3
2,12,8,2,0.405479939259984,3
2,12,8,3,0.533172479205223,3
2,12,9,1,4.5085191,3
2,12,9,2,0.405421421822554,3
2,12,9,3,0.533212675505308,3
2,12,10,1,4.6849729,3
2,12,10,2,0.405314625156039,3
2,12,10,3,0.533347847246447,3
2,12,11,1,4.620322,3
2,12,11,2,0.405178314708569,3
2,12,11,3,0.533436423218359,3
2,12,12,1,4.5218707,3
2,12,12,2,0.405091313250617,3
2,12,12,3,0.533370437990846,3
2,12,13,1,4.8100966,3
2,12,13,2,0.405347996223617,3
2,12,13,3,0.533257284814299,3
2,12,14,1,4.5835195,3
2,12,14,2,0.405260964579238,3
2,12,14,3,0.533433847199613,3
2,12,15,1,4.7385454,3
2,12,15,2,0.405519285879293,3
2,12,15,3,0.533214802262577,3
2,12,16,1,4.518199,3
2,12,16,2,0.405141478892972,3
2,12,16,3,0.533433591718229,3
2,12,17,1,4.6314026,3
2,12,17,2,0.405243837110709,3
2,12,17,3,0.533329899657982,3
2,12,18,1,4.5461757,3
2,12,18,2,0.405240746296431,3
2,12,18,3,0.533277471296599,3
2,12,19,1,4.5902944,3
2,12,19,2,0.405187018820246,3
2,12,19,3,0.533302073823045,3
2,12,20,1,4.5856424,3
2,12,20,2,0.405458127038921,3
2,12,20,3,0.533213993581149,3
3,12,1,1,32.6787552,3
3,12,1,2,0.422458884409804,3
3,12,1,3,0.514303243839072,3
3,12,2,1,32.3775885,3
3,12,2,2,0.419883608601929,3
3,12,2,3,0.515216677462056,3
3,12,3,1,32.6563936,3
3,12,3,2,0.420949949588198,3
3,12,3,3,0.514751557534164,3
3,12,4,1,32.4712901,3
3,12,4,2,0.420863797708655,3
3,12,4,3,0.514945896458543,3
3,12,5,1,32.8375872,3
3,12,5,2,0.419833369448253,3
3,12,5,3,0.525449525635427,3
3,12,6,1,32.0460393,3
3,12,6,2,0.421437755293692,3
3,12,6,3,0.523481439248308,3
3,12,7,1,32.1866181,3
3,12,7,2,0.420068993004102,3
3,12,7,3,0.515253886655736,3
3,12,8,1,32.2634946,3
3,12,8,2,0.421108872493968,3
3,12,8,3,0.514682871009489,3
3,12,9,1,32.3435728,3
3,12,9,2,0.421240195960407,3
3,12,9,3,0.514459250166248,3
3,12,10,1,32.4593953,3
3,12,10,2,0.42046906037571,3
3,12,10,3,0.515107259632698,3
3,12,11,1,32.6054461,3
3,12,11,2,0.42033795380995,3
3,12,11,3,0.514869385189449,3
3,12,12,1,32.119477,3
3,12,12,2,0.420295134932704,3
3,12,12,3,0.515301946980441,3
3,12,13,1,32.8801443,3
3,12,13,2,0.420009358738301,3
3,12,13,3,0.514982406971808,3
3,12,14,1,33.4131749,3
3,12,14,2,0.423705042462706,3
3,12,14,3,0.513570897371475,3
3,12,15,1,32.889775,3
3,12,15,2,0.418913253945376,3
3,12,15,3,0.515684658354443,3
3,12,16,1,31.7795692,3
3,12,16,2,0.420926782352335,3
3,12,16,3,0.514800742009795,3
3,12,17,1,31.9800585,3
3,12,17,2,0.421307711807807,3
3,12,17,3,0.514570390155669,3
3,12,18,1,32.71815,3
3,12,18,2,0.421538958828393,3
3,12,18,3,0.514963693299817,3
3,12,19,1,32.8685771,3
3,12,19,2,0.42248509435026,3
3,12,19,3,0.515044077881991,3
3,12,20,1,32.8171253,3
3,12,20,2,0.420124412439982,3
3,12,20,3,0.51474517940163,3
4,12,1,1,285.6914421,3
4,12,1,2,0.514139306368462,3
4,12,1,3,0.530278636630026,3
4,12,2,1,291.4706043,3
4,12,2,2,0.511454701396727,3
4,12,2,3,0.530642815608791,3
4,12,3,1,294.9174082,3
4,12,3,2,0.508950620675612,3
4,12,3,3,0.530997138802552,3
4,12,4,1,284.5459898,3
4,12,4,2,0.509808374982439,3
4,12,4,3,0.530405566144761,3
4,12,5,1,291.8280371,3
4,12,5,2,0.485308346999316,3
4,12,5,3,0.531877147840067,3
4,12,6,1,282.8877489,3
4,12,6,2,0.498712494443313,3
4,12,6,3,0.530479667646341,3
4,12,7,1,280.9984319,3
4,12,7,2,0.494341788467351,3
4,12,7,3,0.531476325256908,3
4,12,8,1,289.290683,3
4,12,8,2,0.482325562014484,3
4,12,8,3,0.531526968139134,3
4,12,9,1,280.2460724,3
4,12,9,2,0.50445704892529,3
4,12,9,3,0.530658179281538,3
4,12,10,1,292.5801506,3
4,12,10,2,0.486829734835923,3
4,12,10,3,0.531565245667636,3
4,12,11,1,291.5769708,3
4,12,11,2,0.505213928403477,3
4,12,11,3,0.530782734129907,3
4,12,12,1,282.1878113,3
4,12,12,2,0.493464016016857,3
4,12,12,3,0.531309194649165,3
4,12,13,1,286.4631475,3
4,12,13,2,0.497018009829213,3
4,12,13,3,0.532076916647311,3
4,12,14,1,292.4587679,3
4,12,14,2,0.486169872916556,3
4,12,14,3,0.531477921857183,3
4,12,15,1,286.7234442,3
4,12,15,2,0.494546255151767,3
4,12,15,3,0.531535783093552,3
4,12,16,1,295.9429443,3
4,12,16,2,0.492432905697818,3
4,12,16,3,0.532336525799762,3
4,12,17,1,286.0343308,3
4,12,17,2,0.495351501487911,3
4,12,17,3,0.532549610729725,3
4,12,18,1,295.3881376,3
4,12,18,2,0.507912827456385,3
4,12,18,3,0.531630555803914,3
4,12,19,1,301.4342612,3
4,12,19,2,0.51615966131587,3
4,12,19,3,0.530557175189705,3
4,12,20,1,297.5913185,3
4,12,20,2,0.500825838207462,3
4,12,20,3,0.532650056682784,3
1,13,1,1,2.2440012,3
1,13,1,2,0.484943894712667,3
1,13,1,3,0.492470745864771,3
1,13,2,1,2.1940896,3
1,13,2,2,0.49371365204747,3
1,13,2,3,0.487833209679942,3
1,13,3,1,2.216169,3
1,13,3,2,0.477760983643602,3
1,13,3,3,0.498091203367081,3
1,13,4,1,2.28279,3
1,13,4,2,0.486997728422448,3
1,13,4,3,0.494468240335629,3
1,13,5,1,2.2171972,3
1,13,5,2,0.467713586572775,3
1,13,5,3,0.51229893144763,3
1,13,6,1,2.230328,3
1,13,6,2,0.478670371173908,3
1,13,6,3,0.501811661370044,3
1,13,7,1,2.1793801,3
1,13,7,2,0.485800503229242,3
1,13,7,3,0.497857362752887,3
1,13,8,1,2.2273791,3
1,13,8,2,0.487822990081634,3
1,13,8,3,0.496869744525443,3
1,13,9,1,2.2279775,3
1,13,9,2,0.465031100473182,3
1,13,9,3,0.517280422170981,3
1,13,10,1,2.2683542,3
1,13,10,2,0.496336783248142,3
1,13,10,3,0.491597630008089,3
1,13,11,1,2.2145049,3
1,13,11,2,0.471017549661281,3
1,13,11,3,0.509337384471551,3
1,13,12,1,2.1809079,3
1,13,12,2,0.488035267264284,3
1,13,12,3,0.492139849463189,3
1,13,13,1,2.2329276,3
1,13,13,2,0.479324742153917,3
1,13,13,3,0.501927930510443,3
1,13,14,1,2.3654621,3
1,13,14,2,0.47734794328455,3
1,13,14,3,0.503525139945992,3
1,13,15,1,2.2798971,3
1,13,15,2,0.517612350087856,3
1,13,15,3,0.468074593862257,3
1,13,16,1,2.1858285,3
1,13,16,2,0.478119278982672,3
1,13,16,3,0.492711654405261,3
1,13,17,1,2.2651217,3
1,13,17,2,0.496057581151367,3
1,13,17,3,0.489325440524069,3
1,13,18,1,2.2122734,3
1,13,18,2,0.483797097938499,3
1,13,18,3,0.495407191719045,3
1,13,19,1,2.2536309,3
1,13,19,2,0.480238488366138,3
1,13,19,3,0.496958411752935,3
1,13,20,1,2.2597672,3
1,13,20,2,0.509460994800522,3
1,13,20,3,0.479070822297408,3
2,13,1,1,4.3599991,3
2,13,1,2,0.431580774507869,3
2,13,1,3,0.511552871840737,3
2,13,2,1,4.31291259999999,3
2,13,2,2,0.449712966232165,3
2,13,2,3,0.497321469869732,3
2,13,3,1,4.4315717,3
2,13,3,2,0.435068128088558,3
2,13,3,3,0.510814843953109,3
2,13,4,1,4.688597,3
2,13,4,2,0.456759722930098,3
2,13,4,3,0.492187279133704,3
2,13,5,1,4.43750320000001,3
2,13,5,2,0.397743801530907,3
2,13,5,3,0.543544151229694,3
2,13,6,1,4.9623094,3
2,13,6,2,0.412481169083594,3
2,13,6,3,0.52798286685174,3
2,13,7,1,4.3814258,3
2,13,7,2,0.420647323614876,3
2,13,7,3,0.519893746058211,3
2,13,8,1,4.4182168,3
2,13,8,2,0.411905724154189,3
2,13,8,3,0.528727488478185,3
2,13,9,1,4.9165453,3
2,13,9,2,0.414964798882031,3
2,13,9,3,0.525070744339764,3
2,13,10,1,4.4956258,3
2,13,10,2,0.427918756676278,3
2,13,10,3,0.513855677210264,3
2,13,11,1,4.4157473,3
2,13,11,2,0.440270384375695,3
2,13,11,3,0.505432696493044,3
2,13,12,1,4.3293035,3
2,13,12,2,0.404816431549501,3
2,13,12,3,0.535056658668559,3
2,13,13,1,4.4403555,3
2,13,13,2,0.427458285048622,3
2,13,13,3,0.514521638936604,3
2,13,14,1,4.6512401,3
2,13,14,2,0.424839219194628,3
2,13,14,3,0.516993299077843,3
2,13,15,1,4.5170737,3
2,13,15,2,0.425628779161216,3
2,13,15,3,0.51721471739213,3
2,13,16,1,4.4220919,3
2,13,16,2,0.397629478195936,3
2,13,16,3,0.542863059506662,3
2,13,17,1,4.4184923,3
2,13,17,2,0.438036402613457,3
2,13,17,3,0.505892899489978,3
2,13,18,1,4.660775,3
2,13,18,2,0.429153996677417,3
2,13,18,3,0.513948080200649,3
2,13,19,1,4.4566943,3
2,13,19,2,0.4029540769641,3
2,13,19,3,0.536417664783765,3
2,13,20,1,4.5122595,3
2,13,20,2,0.414841473413294,3
2,13,20,3,0.525522461918353,3
3,13,1,1,32.436192,3
3,13,1,2,0.443794785814482,3
3,13,1,3,0.511535186905062,3
3,13,2,1,32.5398857,3
3,13,2,2,0.450095443184568,3
3,13,2,3,0.503203214010012,3
3,13,3,1,34.0472457,3
3,13,3,2,0.433758494302704,3
3,13,3,3,0.522216238968417,3
3,13,4,1,32.9935217,3
3,13,4,2,0.427222512460347,3
3,13,4,3,0.528181090268953,3
3,13,5,1,32.6670589,3
3,13,5,2,0.430879351873222,3
3,13,5,3,0.523999489938293,3
3,13,6,1,32.7953921,3
3,13,6,2,0.493007237483096,3
3,13,6,3,0.473500929958315,3
3,13,7,1,32.7476242,3
3,13,7,2,0.468312476370724,3
3,13,7,3,0.491118015754072,3
3,13,8,1,31.8369613,3
3,13,8,2,0.473787795557864,3
3,13,8,3,0.485179703967556,3
3,13,9,1,32.4001513,3
3,13,9,2,0.419690624022857,3
3,13,9,3,0.533022625875362,3
3,13,10,1,33.3946095,3
3,13,10,2,0.448881148627895,3
3,13,10,3,0.512438625336678,3
3,13,11,1,32.5320763,3
3,13,11,2,0.445489881602891,3
3,13,11,3,0.513809018752365,3
3,13,12,1,33.0953357,3
3,13,12,2,0.465130341416714,3
3,13,12,3,0.492764962322015,3
3,13,13,1,32.4504259,3
3,13,13,2,0.481341895209413,3
3,13,13,3,0.480045789495756,3
3,13,14,1,33.364868,3
3,13,14,2,0.482350309003475,3
3,13,14,3,0.479300128795338,3
3,13,15,1,33.3965736,3
3,13,15,2,0.465022096171597,3
3,13,15,3,0.492635864933908,3
3,13,16,1,33.2548212,3
3,13,16,2,0.436527344128344,3
3,13,16,3,0.516924032889922,3
3,13,17,1,32.8576044,3
3,13,17,2,0.498566307721548,3
3,13,17,3,0.467393911189911,3
3,13,18,1,33.8407249,3
3,13,18,2,0.436090697695091,3
3,13,18,3,0.517911815842714,3
3,13,19,1,33.2715993,3
3,13,19,2,0.461521056938348,3
3,13,19,3,0.499427681314886,3
3,13,20,1,32.7883279,3
3,13,20,2,0.450316542525053,3
3,13,20,3,0.507973798167516,3
4,13,1,1,193.5300157,3
4,13,1,2,0.518077240637719,3
4,13,1,3,0.52616107149449,3
4,13,2,1,207.2320586,3
4,13,2,2,0.519753266470922,3
4,13,2,3,0.517754567831088,3
4,13,3,1,194.4535588,3
4,13,3,2,0.506829051383808,3
4,13,3,3,0.521732704144655,3
4,13,4,1,192.7555764,3
4,13,4,2,0.526042069881509,3
4,13,4,3,0.52462432621992,3
4,13,5,1,192.7373424,3
4,13,5,2,0.52928325099805,3
4,13,5,3,0.521322625509803,3
4,13,6,1,196.8020425,3
4,13,6,2,0.50146915924987,3
4,13,6,3,0.519975566940812,3
4,13,7,1,195.3545292,3
4,13,7,2,0.530540956042626,3
4,13,7,3,0.504186197271442,3
4,13,8,1,198.7074325,3
4,13,8,2,0.520614577931797,3
4,13,8,3,0.511461658573639,3
4,13,9,1,197.6584469,3
4,13,9,2,0.505703080397985,3
4,13,9,3,0.531621458974894,3
4,13,10,1,195.5298486,3
4,13,10,2,0.522238805608795,3
4,13,10,3,0.532657221042108,3
4,13,11,1,195.8613805,3
4,13,11,2,0.540934685411264,3
4,13,11,3,0.491500021756733,3
4,13,12,1,193.4874215,3
4,13,12,2,0.519522571965572,3
4,13,12,3,0.518545828842085,3
4,13,13,1,205.326122,3
4,13,13,2,0.487371144652969,3
4,13,13,3,0.542833604521508,3
4,13,14,1,192.0658021,3
4,13,14,2,0.510210062056891,3
4,13,14,3,0.511212157675421,3
4,13,15,1,196.6629005,3
4,13,15,2,0.51010253890747,3
4,13,15,3,0.525324029505934,3
4,13,16,1,200.2609432,3
4,13,16,2,0.511306771814024,3
4,13,16,3,0.518016402025169,3
4,13,17,1,201.0747912,3
4,13,17,2,0.518588717323486,3
4,13,17,3,0.522951313405475,3
4,13,18,1,188.2713283,3
4,13,18,2,0.532053013887151,3
4,13,18,3,0.493924081845301,3
4,13,19,1,200.4152025,3
4,13,19,2,0.507206769126527,3
4,13,19,3,0.517067040931147,3
4,13,20,1,205.5425674,3
4,13,20,2,0.504294462426773,3
4,13,20,3,0.522180234599073,3
1,14,1,1,2.3686074,3
1,14,1,2,0.438809961056261,3
1,14,1,3,0.547078833505677,3
1,14,2,1,2.3076797,3
1,14,2,2,0.458053072445315,3
1,14,2,3,0.540141197159311,3
1,14,3,1,2.400422,3
1,14,3,2,0.450166639626439,3
1,14,3,3,0.538722456512474,3
1,14,4,1,2.6386641,3
1,14,4,2,0.442093216044916,3
1,14,4,3,0.543485492415852,3
1,14,5,1,2.3817232,3
1,14,5,2,0.458754155426136,3
1,14,5,3,0.545726186764134,3
1,14,6,1,2.5667533,3
1,14,6,2,0.451537607763947,3
1,14,6,3,0.544334055436642,3
1,14,7,1,2.3582182,3
1,14,7,2,0.448340215522828,3
1,14,7,3,0.541521240364939,3
1,14,8,1,2.3582722,3
1,14,8,2,0.44027608948455,3
1,14,8,3,0.545729863810629,3
1,14,9,1,2.3229417,3
1,14,9,2,0.449679790747291,3
1,14,9,3,0.547202612521873,3
1,14,10,1,2.4053731,3
1,14,10,2,0.443725740068682,3
1,14,10,3,0.547232121920559,3
1,14,11,1,2.736131,3
1,14,11,2,0.4621537642316,3
1,14,11,3,0.543235278824362,3
1,14,12,1,2.3894224,3
1,14,12,2,0.451110944455215,3
1,14,12,3,0.53991633803495,3
1,14,13,1,2.3514026,3
1,14,13,2,0.439104813565093,3
1,14,13,3,0.546617210740933,3
1,14,14,1,2.3960664,3
1,14,14,2,0.450508449945969,3
1,14,14,3,0.540657953157854,3
1,14,15,1,2.382693,3
1,14,15,2,0.443888272892942,3
1,14,15,3,0.541717070017329,3
1,14,16,1,2.4425388,3
1,14,16,2,0.452327082319048,3
1,14,16,3,0.543692555934489,3
1,14,17,1,2.3236766,3
1,14,17,2,0.451257932425994,3
1,14,17,3,0.540999647097429,3
1,14,18,1,2.3563742,3
