Algorithm,Problem,Exp,obj,Indicator,value
NSGA-III,F4,9,5D,DeltaP,0.985379651972661
NSGA-III,F4,9,7D,DeltaP,0.999705371534933
NSGA-III,F4,9,10D,DeltaP,0.877988705474581
NSGA-III,F4,9,15D,DeltaP,0.941211185083183
NSGA-III,F4,10,3D,DeltaP,0.999881179853181
NSGA-III,F4,10,5D,DeltaP,0.985414325648418
NSGA-III,F4,10,7D,DeltaP,0.999830177553441
NSGA-III,F4,10,10D,DeltaP,0.885416724743063
NSGA-III,F4,10,15D,DeltaP,0.942111942709861
NSGA-III,F4,11,3D,DeltaP,0.000131838066719236
NSGA-III,F4,11,5D,DeltaP,0.985208349811038
NSGA-III,F4,11,7D,DeltaP,0.884062640164208
NSGA-III,F4,11,10D,DeltaP,0.885192870997852
NSGA-III,F4,11,15D,DeltaP,0.91758690386052
NSGA-III,F4,12,3D,DeltaP,0.99994281997025
NSGA-III,F4,12,5D,DeltaP,0.985439482768299
NSGA-III,F4,12,7D,DeltaP,0.999473281117351
NSGA-III,F4,12,10D,DeltaP,0.99871733600785
NSGA-III,F4,12,15D,DeltaP,0.915793042933802
NSGA-III,F4,13,3D,DeltaP,0.999930422024039
NSGA-III,F4,13,5D,DeltaP,0.985417861481602
NSGA-III,F4,13,7D,DeltaP,0.999939358756157
NSGA-III,F4,13,10D,DeltaP,0.999268707426567
NSGA-III,F4,13,15D,DeltaP,0.941029664380325
NSGA-III,F4,14,3D,DeltaP,0.999893143687505
NSGA-III,F4,14,5D,DeltaP,0.37997089787618
NSGA-III,F4,14,7D,DeltaP,0.999924629419901
NSGA-III,F4,14,10D,DeltaP,0.888592072415962
NSGA-III,F4,14,15D,DeltaP,0.918818997325497
NSGA-III,F4,15,3D,DeltaP,0.999813131774299
NSGA-III,F4,15,5D,DeltaP,0.985298020349705
NSGA-III,F4,15,7D,DeltaP,0.999694300228593
NSGA-III,F4,15,10D,DeltaP,0.999379311695626
NSGA-III,F4,15,15D,DeltaP,0.92215350004788
NSGA-III,F4,16,3D,DeltaP,0.999741511244563
NSGA-III,F4,16,5D,DeltaP,0.985018986931933
NSGA-III,F4,16,7D,DeltaP,0.99968756796915
NSGA-III,F4,16,10D,DeltaP,0.885393609077704
NSGA-III,F4,16,15D,DeltaP,0.902319840852507
NSGA-III,F4,17,3D,DeltaP,0.999557109225521
NSGA-III,F4,17,5D,DeltaP,0.400987306546068
NSGA-III,F4,17,7D,DeltaP,0.999623416430192
NSGA-III,F4,17,10D,DeltaP,0.886644805802506
NSGA-III,F4,17,15D,DeltaP,0.918447853756194
NSGA-III,F4,18,3D,DeltaP,0.999985286866059
NSGA-III,F4,18,5D,DeltaP,0.985310930475405
NSGA-III,F4,18,7D,DeltaP,0.99991255682075
NSGA-III,F4,18,10D,DeltaP,0.999488722195967
NSGA-III,F4,18,15D,DeltaP,0.940871751884373
NSGA-III,F4,19,3D,DeltaP,0.99985267324448
NSGA-III,F4,19,5D,DeltaP,0.368431619092562
NSGA-III,F4,19,7D,DeltaP,0.999650840367785
NSGA-III,F4,19,10D,DeltaP,0.888639594411104
NSGA-III,F4,19,15D,DeltaP,0.940987024999934
NSGA-III,F4,20,3D,DeltaP,0.999989374340003
NSGA-III,F4,20,5D,DeltaP,0.98525047869525
NSGA-III,F4,20,7D,DeltaP,1
NSGA-III,F4,20,10D,DeltaP,0.910598035091659
NSGA-III,F4,20,15D,DeltaP,0.914892839074199
NSGA-III,F5,1,3D,DeltaP,0.956926262655999
NSGA-III,F5,1,5D,DeltaP,0.208576208013296
NSGA-III,F5,1,7D,DeltaP,0.354994919393927
NSGA-III,F5,1,10D,DeltaP,0.226296113087847
NSGA-III,F5,1,15D,DeltaP,0.547328206083626
NSGA-III,F5,2,3D,DeltaP,0.958414827904972
NSGA-III,F5,2,5D,DeltaP,0.276998778458241
NSGA-III,F5,2,7D,DeltaP,0.314150932870818
NSGA-III,F5,2,10D,DeltaP,0.242297248420913
NSGA-III,F5,2,15D,DeltaP,0.455219178223502
NSGA-III,F5,3,3D,DeltaP,0.948049070522434
NSGA-III,F5,3,5D,DeltaP,0.199869331023608
NSGA-III,F5,3,7D,DeltaP,0.347499212183996
NSGA-III,F5,3,10D,DeltaP,0.296824148693554
NSGA-III,F5,3,15D,DeltaP,0.49023530691435
NSGA-III,F5,4,3D,DeltaP,0.94414658175618
NSGA-III,F5,4,5D,DeltaP,0.201527230045199
NSGA-III,F5,4,7D,DeltaP,0.369865029750981
NSGA-III,F5,4,10D,DeltaP,0.288573586741326
NSGA-III,F5,4,15D,DeltaP,0.496488633917886
NSGA-III,F5,5,3D,DeltaP,0.956782651372869
NSGA-III,F5,5,5D,DeltaP,0.203379798206997
NSGA-III,F5,5,7D,DeltaP,0.323077551893663
NSGA-III,F5,5,10D,DeltaP,0.252309051922264
NSGA-III,F5,5,15D,DeltaP,0.45720943997617
NSGA-III,F5,6,3D,DeltaP,0.94760403281692
NSGA-III,F5,6,5D,DeltaP,0.198657168684824
NSGA-III,F5,6,7D,DeltaP,0.338383632923076
NSGA-III,F5,6,10D,DeltaP,0.248328163539455
NSGA-III,F5,6,15D,DeltaP,0.50589081888113
NSGA-III,F5,7,3D,DeltaP,0.941365472450052
NSGA-III,F5,7,5D,DeltaP,0.146327360537424
NSGA-III,F5,7,7D,DeltaP,0.354227915561952
NSGA-III,F5,7,10D,DeltaP,0.235425152351553
NSGA-III,F5,7,15D,DeltaP,0.467929176208566
NSGA-III,F5,8,3D,DeltaP,0.946871013995434
NSGA-III,F5,8,5D,DeltaP,0.166397900030207
NSGA-III,F5,8,7D,DeltaP,0.319231889147104
NSGA-III,F5,8,10D,DeltaP,0.185879219040982
NSGA-III,F5,8,15D,DeltaP,0.538632903140544
NSGA-III,F5,9,3D,DeltaP,0.939616724779212
NSGA-III,F5,9,5D,DeltaP,0.185440510904065
NSGA-III,F5,9,7D,DeltaP,0.381865917058733
NSGA-III,F5,9,10D,DeltaP,0.259752608336297
NSGA-III,F5,9,15D,DeltaP,0.455770983560698
NSGA-III,F5,10,3D,DeltaP,0.935967536571295
NSGA-III,F5,10,5D,DeltaP,0.133679562749446
NSGA-III,F5,10,7D,DeltaP,0.27503163674543
NSGA-III,F5,10,10D,DeltaP,0.266634870369379
NSGA-III,F5,10,15D,DeltaP,0.477401079877667
NSGA-III,F5,11,3D,DeltaP,0.953936560076464
NSGA-III,F5,11,5D,DeltaP,0.129769285384064
NSGA-III,F5,11,7D,DeltaP,0.33639164822482
NSGA-III,F5,11,10D,DeltaP,0.293910589355804
NSGA-III,F5,11,15D,DeltaP,0.529381325578158
NSGA-III,F5,12,3D,DeltaP,0.949139859858827
NSGA-III,F5,12,5D,DeltaP,0.105891237563692
NSGA-III,F5,12,7D,DeltaP,0.359614392986944
NSGA-III,F5,12,10D,DeltaP,0.209217403528681
NSGA-III,F5,12,15D,DeltaP,0.540224057234631
NSGA-III,F5,13,3D,DeltaP,0.952063395428388
NSGA-III,F5,13,5D,DeltaP,0.139998037029535
NSGA-III,F5,13,7D,DeltaP,0.298100700752058
NSGA-III,F5,13,10D,DeltaP,0.247992117740601
NSGA-III,F5,13,15D,DeltaP,0.552907017508164
NSGA-III,F5,14,3D,DeltaP,0.947859443856841
NSGA-III,F5,14,5D,DeltaP,0.231643192457811
NSGA-III,F5,14,7D,DeltaP,0.299137074147626
NSGA-III,F5,14,10D,DeltaP,0.236042720360061
NSGA-III,F5,14,15D,DeltaP,0.524612543200034
NSGA-III,F5,15,3D,DeltaP,0.941885631223671
NSGA-III,F5,15,5D,DeltaP,0.182500415440218
NSGA-III,F5,15,7D,DeltaP,0.382963875328441
NSGA-III,F5,15,10D,DeltaP,0.247086649320324
NSGA-III,F5,15,15D,DeltaP,0.519229545076752
NSGA-III,F5,16,3D,DeltaP,0.937807378452795
NSGA-III,F5,16,5D,DeltaP,0.242088936034554
NSGA-III,F5,16,7D,DeltaP,0.341420448390865
NSGA-III,F5,16,10D,DeltaP,0.27599521164282
NSGA-III,F5,16,15D,DeltaP,0.535374156446349
NSGA-III,F5,17,3D,DeltaP,0.968170359294063
NSGA-III,F5,17,5D,DeltaP,0.136478427527563
NSGA-III,F5,17,7D,DeltaP,0.283842588820112
NSGA-III,F5,17,10D,DeltaP,0.281800326651112
NSGA-III,F5,17,15D,DeltaP,0.513976781580869
NSGA-III,F5,18,3D,DeltaP,0.947601784891992
NSGA-III,F5,18,5D,DeltaP,0.180908044950402
NSGA-III,F5,18,7D,DeltaP,0.339290403148722
NSGA-III,F5,18,10D,DeltaP,0.314668123942611
NSGA-III,F5,18,15D,DeltaP,0.537922691458403
NSGA-III,F5,19,3D,DeltaP,0.949072438081109
NSGA-III,F5,19,5D,DeltaP,0.146825094225474
NSGA-III,F5,19,7D,DeltaP,0.257379646923829
NSGA-III,F5,19,10D,DeltaP,0.26031856115132
NSGA-III,F5,19,15D,DeltaP,0.463156678210691
NSGA-III,F5,20,3D,DeltaP,0.934322952589322
NSGA-III,F5,20,5D,DeltaP,0.183952159705024
NSGA-III,F5,20,7D,DeltaP,0.304795558960052
NSGA-III,F5,20,10D,DeltaP,0.224143039182202
NSGA-III,F5,20,15D,DeltaP,0.457377754721253
NSGA-III,F6,1,3D,DeltaP,0.9117783283679
NSGA-III,F6,1,5D,DeltaP,0.336000633480646
NSGA-III,F6,1,7D,DeltaP,0.555518431774617
NSGA-III,F6,1,10D,DeltaP,0.513808346075983
NSGA-III,F6,1,15D,DeltaP,0.459923601815162
NSGA-III,F6,2,3D,DeltaP,0.922394077131113
NSGA-III,F6,2,5D,DeltaP,0.490213354578306
NSGA-III,F6,2,7D,DeltaP,0.499064239592655
NSGA-III,F6,2,10D,DeltaP,0.500271882212835
NSGA-III,F6,2,15D,DeltaP,0.473455221716263
NSGA-III,F6,3,3D,DeltaP,0.930308961455585
NSGA-III,F6,3,5D,DeltaP,0.435737363379471
NSGA-III,F6,3,7D,DeltaP,0.536507160118299
NSGA-III,F6,3,10D,DeltaP,0.464224031340975
NSGA-III,F6,3,15D,DeltaP,0.480029069467124
NSGA-III,F6,4,3D,DeltaP,0.923058310315467
NSGA-III,F6,4,5D,DeltaP,0.329132163484667
NSGA-III,F6,4,7D,DeltaP,0.542488887692708
NSGA-III,F6,4,10D,DeltaP,0.545151077398754
NSGA-III,F6,4,15D,DeltaP,0.482747077713924
NSGA-III,F6,5,3D,DeltaP,0.915533306882019
NSGA-III,F6,5,5D,DeltaP,0.40942733450306
NSGA-III,F6,5,7D,DeltaP,0.570180503846939
NSGA-III,F6,5,10D,DeltaP,0.465710660327588
NSGA-III,F6,5,15D,DeltaP,0.427908658745849
NSGA-III,F6,6,3D,DeltaP,0.902460746290388
NSGA-III,F6,6,5D,DeltaP,0.406554970573592
NSGA-III,F6,6,7D,DeltaP,0.561546513129089
NSGA-III,F6,6,10D,DeltaP,0.436684734331953
NSGA-III,F6,6,15D,DeltaP,0.388536240443348
NSGA-III,F6,7,3D,DeltaP,0.934084112337132
NSGA-III,F6,7,5D,DeltaP,0.381855158604046
NSGA-III,F6,7,7D,DeltaP,0.499460498123635
NSGA-III,F6,7,10D,DeltaP,0.443698663985139
NSGA-III,F6,7,15D,DeltaP,0.48082579757045
NSGA-III,F6,8,3D,DeltaP,0.925248195478829
NSGA-III,F6,8,5D,DeltaP,0.436137316854825
NSGA-III,F6,8,7D,DeltaP,0.542705010563283
NSGA-III,F6,8,10D,DeltaP,0.423487673216878
NSGA-III,F6,8,15D,DeltaP,0.467800111304213
NSGA-III,F6,9,3D,DeltaP,0.927638664098708
NSGA-III,F6,9,5D,DeltaP,0.410808161594875
NSGA-III,F6,9,7D,DeltaP,0.513694694691237
NSGA-III,F6,9,10D,DeltaP,0.465020071897191
NSGA-III,F6,9,15D,DeltaP,0.446813552864572
NSGA-III,F6,10,3D,DeltaP,0.916598041739061
NSGA-III,F6,10,5D,DeltaP,0.370583078043488
NSGA-III,F6,10,7D,DeltaP,0.504592466178214
NSGA-III,F6,10,10D,DeltaP,0.412142477336544
NSGA-III,F6,10,15D,DeltaP,0.475964563101612
NSGA-III,F6,11,3D,DeltaP,0.921136653006037
NSGA-III,F6,11,5D,DeltaP,0.499331222827413
NSGA-III,F6,11,7D,DeltaP,0.554176024823705
NSGA-III,F6,11,10D,DeltaP,0.395003946277915
NSGA-III,F6,11,15D,DeltaP,0.476024899284274
NSGA-III,F6,12,3D,DeltaP,0.914149905174988
NSGA-III,F6,12,5D,DeltaP,0.45543416371016
NSGA-III,F6,12,7D,DeltaP,0.489190511550375
NSGA-III,F6,12,10D,DeltaP,0.429354230697778
NSGA-III,F6,12,15D,DeltaP,0.449866159509068
NSGA-III,F6,13,3D,DeltaP,0.913893161698924
NSGA-III,F6,13,5D,DeltaP,0.440281786500443
NSGA-III,F6,13,7D,DeltaP,0.529518957882605
NSGA-III,F6,13,10D,DeltaP,0.304961350216827
NSGA-III,F6,13,15D,DeltaP,0.443945013758401
NSGA-III,F6,14,3D,DeltaP,0.927480676341708
NSGA-III,F6,14,5D,DeltaP,0.506781807811519
NSGA-III,F6,14,7D,DeltaP,0.541773164815091
NSGA-III,F6,14,10D,DeltaP,0.363964603025723
NSGA-III,F6,14,15D,DeltaP,0.473886951423992
NSGA-III,F6,15,3D,DeltaP,0.918200828207903
NSGA-III,F6,15,5D,DeltaP,0.430378598888419
NSGA-III,F6,15,7D,DeltaP,0.556006585954624
NSGA-III,F6,15,10D,DeltaP,0.513945702054409
NSGA-III,F6,15,15D,DeltaP,0.455831977558212
NSGA-III,F6,16,3D,DeltaP,0.924432654911302
NSGA-III,F6,16,5D,DeltaP,0.448890617509859
NSGA-III,F6,16,7D,DeltaP,0.53422224368079
NSGA-III,F6,16,10D,DeltaP,0.511241121749975
NSGA-III,F6,16,15D,DeltaP,0.438688543546975
NSGA-III,F6,17,3D,DeltaP,0.924460878884344
NSGA-III,F6,17,5D,DeltaP,0.359261076670885
NSGA-III,F6,17,7D,DeltaP,0.553329890886889
NSGA-III,F6,17,10D,DeltaP,0.406584222888675
NSGA-III,F6,17,15D,DeltaP,0.436168688641016
NSGA-III,F6,18,3D,DeltaP,0.930625660431409
NSGA-III,F6,18,5D,DeltaP,0.378987367203135
NSGA-III,F6,18,7D,DeltaP,0.552789050293657
NSGA-III,F6,18,10D,DeltaP,0.511946837399329
NSGA-III,F6,18,15D,DeltaP,0.400255711426613
NSGA-III,F6,19,3D,DeltaP,0.916031086555848
NSGA-III,F6,19,5D,DeltaP,0.600802022080804
NSGA-III,F6,19,7D,DeltaP,0.552895297833867
NSGA-III,F6,19,10D,DeltaP,0.439954695532584
NSGA-III,F6,19,15D,DeltaP,0.458826770523678
NSGA-III,F6,20,3D,DeltaP,0.913903090146147
NSGA-III,F6,20,5D,DeltaP,0.46376578799233
NSGA-III,F6,20,7D,DeltaP,0.523553641542522
NSGA-III,F6,20,10D,DeltaP,0.434717875273959
NSGA-III,F6,20,15D,DeltaP,0.407519022363719
NSGA-III,F7,1,3D,DeltaP,0.962198836214423
NSGA-III,F7,1,5D,DeltaP,0.783875870126751
NSGA-III,F7,1,7D,DeltaP,0.966943398730839
NSGA-III,F7,1,10D,DeltaP,0.966914504751441
NSGA-III,F7,1,15D,DeltaP,0.807109454146283
NSGA-III,F7,2,3D,DeltaP,0.958755922335516
NSGA-III,F7,2,5D,DeltaP,0.780068106477228
NSGA-III,F7,2,7D,DeltaP,0.955526919022911
NSGA-III,F7,2,10D,DeltaP,0.964749178756422
NSGA-III,F7,2,15D,DeltaP,0.778858293303439
NSGA-III,F7,3,3D,DeltaP,0.9628250804286
NSGA-III,F7,3,5D,DeltaP,0.701398082936673
NSGA-III,F7,3,7D,DeltaP,0.961517471649347
NSGA-III,F7,3,10D,DeltaP,0.961273094149697
NSGA-III,F7,3,15D,DeltaP,0.777007252672663
NSGA-III,F7,4,3D,DeltaP,0.96103168705508
NSGA-III,F7,4,5D,DeltaP,0.792311507792358
NSGA-III,F7,4,7D,DeltaP,0.971821036705984
NSGA-III,F7,4,10D,DeltaP,0.982981780154787
NSGA-III,F7,4,15D,DeltaP,0.737787174782388
NSGA-III,F7,5,3D,DeltaP,0.96056378514254
NSGA-III,F7,5,5D,DeltaP,0.867761115251161
NSGA-III,F7,5,7D,DeltaP,0.967380493774832
NSGA-III,F7,5,10D,DeltaP,0.948909554485332
NSGA-III,F7,5,15D,DeltaP,0.736960684003639
NSGA-III,F7,6,3D,DeltaP,0.957891293180021
NSGA-III,F7,6,5D,DeltaP,0.817374965440137
NSGA-III,F7,6,7D,DeltaP,0.975006782953557
NSGA-III,F7,6,10D,DeltaP,0.978009433420145
NSGA-III,F7,6,15D,DeltaP,0.736595130903445
NSGA-III,F7,7,3D,DeltaP,0.960495068302796
NSGA-III,F7,7,5D,DeltaP,0.794292079647568
NSGA-III,F7,7,7D,DeltaP,0.962529349978173
NSGA-III,F7,7,10D,DeltaP,0.960434350055698
NSGA-III,F7,7,15D,DeltaP,0.780164931884675
NSGA-III,F7,8,3D,DeltaP,0.954887858713401
NSGA-III,F7,8,5D,DeltaP,0.792829916052932
NSGA-III,F7,8,7D,DeltaP,0.960397863926049
NSGA-III,F7,8,10D,DeltaP,0.968716864624344
NSGA-III,F7,8,15D,DeltaP,0.818714741023422
NSGA-III,F7,9,3D,DeltaP,0.959868928675317
NSGA-III,F7,9,5D,DeltaP,0.770061571787497
NSGA-III,F7,9,7D,DeltaP,0.966906384385808
NSGA-III,F7,9,10D,DeltaP,0.91784856420052
NSGA-III,F7,9,15D,DeltaP,0.737136295112006
NSGA-III,F7,10,3D,DeltaP,0.959110766423512
NSGA-III,F7,10,5D,DeltaP,0.761835195175025
NSGA-III,F7,10,7D,DeltaP,0.959556618254177
NSGA-III,F7,10,10D,DeltaP,0.959023278365749
NSGA-III,F7,10,15D,DeltaP,0.819500931874136
NSGA-III,F7,11,3D,DeltaP,0.956826119228414
NSGA-III,F7,11,5D,DeltaP,0.795825592968525
NSGA-III,F7,11,7D,DeltaP,0.961022882283494
NSGA-III,F7,11,10D,DeltaP,0.960281336513406
NSGA-III,F7,11,15D,DeltaP,0.8272453354784
NSGA-III,F7,12,3D,DeltaP,0.95539025774509
NSGA-III,F7,12,5D,DeltaP,0.825850788898211
NSGA-III,F7,12,7D,DeltaP,0.951238753785334
NSGA-III,F7,12,10D,DeltaP,0.973867014411374
NSGA-III,F7,12,15D,DeltaP,0.777517962280505
NSGA-III,F7,13,3D,DeltaP,0.957619144448327
NSGA-III,F7,13,5D,DeltaP,0.810499825206028
NSGA-III,F7,13,7D,DeltaP,0.962694990056516
NSGA-III,F7,13,10D,DeltaP,0.978016075191429
NSGA-III,F7,13,15D,DeltaP,0.736050785393569
NSGA-III,F7,14,3D,DeltaP,0.965141798007574
NSGA-III,F7,14,5D,DeltaP,0.800028733987723
NSGA-III,F7,14,7D,DeltaP,0.974942105458913
NSGA-III,F7,14,10D,DeltaP,0.977307900757689
NSGA-III,F7,14,15D,DeltaP,0.738564915688751
NSGA-III,F7,15,3D,DeltaP,0.963039786494391
NSGA-III,F7,15,5D,DeltaP,0.777291783114463
NSGA-III,F7,15,7D,DeltaP,0.965500238965568
NSGA-III,F7,15,10D,DeltaP,0.929819248795945
NSGA-III,F7,15,15D,DeltaP,0.737857815260486
NSGA-III,F7,16,3D,DeltaP,0.958668292025462
NSGA-III,F7,16,5D,DeltaP,0.817173114366736
NSGA-III,F7,16,7D,DeltaP,0.960833364621409
NSGA-III,F7,16,10D,DeltaP,0.960922082779308
NSGA-III,F7,16,15D,DeltaP,0.73662120615609
NSGA-III,F7,17,3D,DeltaP,0.965853376840374
NSGA-III,F7,17,5D,DeltaP,0.759636531721354
NSGA-III,F7,17,7D,DeltaP,0.972876423545456
NSGA-III,F7,17,10D,DeltaP,0.960518202092207
NSGA-III,F7,17,15D,DeltaP,0.736796046126542
NSGA-III,F7,18,3D,DeltaP,0.959588525615227
NSGA-III,F7,18,5D,DeltaP,0.805919647322634
NSGA-III,F7,18,7D,DeltaP,0.961315968380477
NSGA-III,F7,18,10D,DeltaP,0.970559512982611
NSGA-III,F7,18,15D,DeltaP,0.73643942219995
NSGA-III,F7,19,3D,DeltaP,0.958930917699992
NSGA-III,F7,19,5D,DeltaP,0.78899651631811
NSGA-III,F7,19,7D,DeltaP,0.95435184268698
NSGA-III,F7,19,10D,DeltaP,0.954930845105749
NSGA-III,F7,19,15D,DeltaP,0.736812249870851
NSGA-III,F7,20,3D,DeltaP,0.95649812748475
NSGA-III,F7,20,5D,DeltaP,0.812203456902135
NSGA-III,F7,20,7D,DeltaP,0.961991403023551
NSGA-III,F7,20,10D,DeltaP,0.977197931600639
NSGA-III,F7,20,15D,DeltaP,0.754002414658568
NSGA-III,F8,1,3D,DeltaP,0.7803119292493
NSGA-III,F8,1,5D,DeltaP,0.877776575980176
NSGA-III,F8,1,7D,DeltaP,0.626373190330499
NSGA-III,F8,1,10D,DeltaP,0.97818914897293
NSGA-III,F8,1,15D,DeltaP,0.813786447292142
NSGA-III,F8,2,3D,DeltaP,0.944250355910394
NSGA-III,F8,2,5D,DeltaP,0.833607570468896
NSGA-III,F8,2,7D,DeltaP,0.787809527456284
NSGA-III,F8,2,10D,DeltaP,0.819870035947263
NSGA-III,F8,2,15D,DeltaP,0.835511893975454
NSGA-III,F8,3,3D,DeltaP,0.816701583342057
NSGA-III,F8,3,5D,DeltaP,0.858613195487424
NSGA-III,F8,3,7D,DeltaP,0.777784330843499
NSGA-III,F8,3,10D,DeltaP,0.608483154673195
NSGA-III,F8,3,15D,DeltaP,0.943196802470622
NSGA-III,F8,4,3D,DeltaP,0.812663736346502
NSGA-III,F8,4,5D,DeltaP,0.889530078601947
NSGA-III,F8,4,7D,DeltaP,0.627967132766075
NSGA-III,F8,4,10D,DeltaP,0.969381456712684
NSGA-III,F8,4,15D,DeltaP,0.984728867168251
NSGA-III,F8,5,3D,DeltaP,0.742482370960578
NSGA-III,F8,5,5D,DeltaP,0.848707578641929
NSGA-III,F8,5,7D,DeltaP,0.850508683063895
NSGA-III,F8,5,10D,DeltaP,0.684128572816574
NSGA-III,F8,5,15D,DeltaP,0.871235795394344
NSGA-III,F8,6,3D,DeltaP,0.855152829173191
NSGA-III,F8,6,5D,DeltaP,0.844813016309974
NSGA-III,F8,6,7D,DeltaP,0.840651386966496
NSGA-III,F8,6,10D,DeltaP,0.871773689612273
NSGA-III,F8,6,15D,DeltaP,0.913116804773934
NSGA-III,F8,7,3D,DeltaP,0.718041292423485
NSGA-III,F8,7,5D,DeltaP,0.878066797368019
NSGA-III,F8,7,7D,DeltaP,0.748576207600019
NSGA-III,F8,7,10D,DeltaP,0.949630726579117
NSGA-III,F8,7,15D,DeltaP,0.842941260030686
NSGA-III,F8,8,3D,DeltaP,0.797882071334053
NSGA-III,F8,8,5D,DeltaP,0.825912937318719
NSGA-III,F8,8,7D,DeltaP,0.882534790620338
NSGA-III,F8,8,10D,DeltaP,0.806525988690315
NSGA-III,F8,8,15D,DeltaP,1
NSGA-III,F8,9,3D,DeltaP,0.838356146292792
NSGA-III,F8,9,5D,DeltaP,0.879586278772983
NSGA-III,F8,9,7D,DeltaP,0.766016817907278
NSGA-III,F8,9,10D,DeltaP,0.758081630309945
NSGA-III,F8,9,15D,DeltaP,0.959395478111336
NSGA-III,F8,10,3D,DeltaP,0.772814207299949
NSGA-III,F8,10,5D,DeltaP,0.858448453000672
NSGA-III,F8,10,7D,DeltaP,0.801373349487917
NSGA-III,F8,10,10D,DeltaP,0.611401624951116
NSGA-III,F8,10,15D,DeltaP,0.920875340091184
NSGA-III,F8,11,3D,DeltaP,1
NSGA-III,F8,11,5D,DeltaP,0.867267584062769
NSGA-III,F8,11,7D,DeltaP,0.626561497653959
NSGA-III,F8,11,10D,DeltaP,0.745943962236895
NSGA-III,F8,11,15D,DeltaP,0.945830473599165
NSGA-III,F8,12,3D,DeltaP,0.816970633873918
NSGA-III,F8,12,5D,DeltaP,0.859995157345781
NSGA-III,F8,12,7D,DeltaP,0.733003174362557
NSGA-III,F8,12,10D,DeltaP,0.902424223486314
NSGA-III,F8,12,15D,DeltaP,0.822702385650224
NSGA-III,F8,13,3D,DeltaP,0.718719016936777
NSGA-III,F8,13,5D,DeltaP,0.828623862468175
NSGA-III,F8,13,7D,DeltaP,0.743759400012795
NSGA-III,F8,13,10D,DeltaP,0.766553802481959
NSGA-III,F8,13,15D,DeltaP,0.828751995960373
NSGA-III,F8,14,3D,DeltaP,0.758860153636788
NSGA-III,F8,14,5D,DeltaP,0.819503364344715
NSGA-III,F8,14,7D,DeltaP,0.649290288577826
NSGA-III,F8,14,10D,DeltaP,1
NSGA-III,F8,14,15D,DeltaP,0.841119229358002
NSGA-III,F8,15,3D,DeltaP,0.754851079960943
NSGA-III,F8,15,5D,DeltaP,0.845738490567996
NSGA-III,F8,15,7D,DeltaP,0.721938882338787
NSGA-III,F8,15,10D,DeltaP,0.805241306759901
NSGA-III,F8,15,15D,DeltaP,0.95866653323485
NSGA-III,F8,16,3D,DeltaP,0.835726974864438
NSGA-III,F8,16,5D,DeltaP,0.857656558995464
NSGA-III,F8,16,7D,DeltaP,0.796242040416115
NSGA-III,F8,16,10D,DeltaP,0.89849831806481
NSGA-III,F8,16,15D,DeltaP,0.923960937192906
NSGA-III,F8,17,3D,DeltaP,0.707595804176705
NSGA-III,F8,17,5D,DeltaP,0.905100876836783
NSGA-III,F8,17,7D,DeltaP,0.694338147701317
NSGA-III,F8,17,10D,DeltaP,0.900627720266871
NSGA-III,F8,17,15D,DeltaP,0.924689009935849
NSGA-III,F8,18,3D,DeltaP,0.845439442847472
NSGA-III,F8,18,5D,DeltaP,0.859042573396472
NSGA-III,F8,18,7D,DeltaP,0.873725908244347
NSGA-III,F8,18,10D,DeltaP,0.861504461678276
NSGA-III,F8,18,15D,DeltaP,0.831357780276104
NSGA-III,F8,19,3D,DeltaP,0.883192712853536
NSGA-III,F8,19,5D,DeltaP,0.88313043645314
NSGA-III,F8,19,7D,DeltaP,0.77144887606814
NSGA-III,F8,19,10D,DeltaP,0.969355242038531
NSGA-III,F8,19,15D,DeltaP,0.852372037976298
NSGA-III,F8,20,3D,DeltaP,0.845861880436128
NSGA-III,F8,20,5D,DeltaP,0.849574698085132
NSGA-III,F8,20,7D,DeltaP,0.827219897419941
NSGA-III,F8,20,10D,DeltaP,0.951049452962092
NSGA-III,F8,20,15D,DeltaP,0.866920808347653
NSGA-III,F9,1,3D,DeltaP,0.990401531816565
NSGA-III,F9,1,5D,DeltaP,0.977512144922305
NSGA-III,F9,1,7D,DeltaP,0.978491444773897
NSGA-III,F9,1,10D,DeltaP,0.552605488415271
NSGA-III,F9,1,15D,DeltaP,0.909610022857445
NSGA-III,F9,2,3D,DeltaP,0.982873947969656
NSGA-III,F9,2,5D,DeltaP,0.98245581049668
NSGA-III,F9,2,7D,DeltaP,0.991003906385473
NSGA-III,F9,2,10D,DeltaP,0.74271941908118
NSGA-III,F9,2,15D,DeltaP,0.934827013649848
NSGA-III,F9,3,3D,DeltaP,0.978708520059057
NSGA-III,F9,3,5D,DeltaP,0.976675299868604
NSGA-III,F9,3,7D,DeltaP,0.97957977414379
NSGA-III,F9,3,10D,DeltaP,0.719696602264804
NSGA-III,F9,3,15D,DeltaP,0.824886993800939
NSGA-III,F9,4,3D,DeltaP,0.982693760512091
NSGA-III,F9,4,5D,DeltaP,0.971432239148658
NSGA-III,F9,4,7D,DeltaP,0.936044591035232
NSGA-III,F9,4,10D,DeltaP,0.631016441142945
NSGA-III,F9,4,15D,DeltaP,1
NSGA-III,F9,5,3D,DeltaP,1
NSGA-III,F9,5,5D,DeltaP,0.964614188554257
NSGA-III,F9,5,7D,DeltaP,0.967904103142538
NSGA-III,F9,5,10D,DeltaP,1
