Algorithm,Problem,Exp,obj,Indicator,value
MOEA/D,F2,14,7D,HV,0.96831315196597
MOEA/D,F2,14,10D,HV,0.973384818855008
MOEA/D,F2,14,15D,HV,0.996950503156895
MOEA/D,F2,15,3D,HV,0.980708916943768
MOEA/D,F2,15,5D,HV,0.8994344220661
MOEA/D,F2,15,7D,HV,0.968064288024382
MOEA/D,F2,15,10D,HV,0.973502425376599
MOEA/D,F2,15,15D,HV,0.998891733786186
MOEA/D,F2,16,3D,HV,0.980569722523764
MOEA/D,F2,16,5D,HV,0.893099492634931
MOEA/D,F2,16,7D,HV,0.969215420793843
MOEA/D,F2,16,10D,HV,0.973197061074923
MOEA/D,F2,16,15D,HV,0.998553909235115
MOEA/D,F2,17,3D,HV,0.980748985432899
MOEA/D,F2,17,5D,HV,0.897037421740793
MOEA/D,F2,17,7D,HV,0.968557630639865
MOEA/D,F2,17,10D,HV,0.972881380411705
MOEA/D,F2,17,15D,HV,0.998756603965758
MOEA/D,F2,18,3D,HV,0.979837679920237
MOEA/D,F2,18,5D,HV,0.900724236526861
MOEA/D,F2,18,7D,HV,0.968644239676806
MOEA/D,F2,18,10D,HV,0.972835988420916
MOEA/D,F2,18,15D,HV,0.99861643198785
MOEA/D,F2,19,3D,HV,0.980358547444528
MOEA/D,F2,19,5D,HV,0.894594764266433
MOEA/D,F2,19,7D,HV,0.968042361685916
MOEA/D,F2,19,10D,HV,0.972462536133056
MOEA/D,F2,19,15D,HV,0.997806661496774
MOEA/D,F2,20,3D,HV,0.980620335093048
MOEA/D,F2,20,5D,HV,0.899388764917047
MOEA/D,F2,20,7D,HV,0.969644080710852
MOEA/D,F2,20,10D,HV,0.973138257814128
MOEA/D,F2,20,15D,HV,0.998716266705928
MOEA/D,F3,1,3D,HV,0.931974761603263
MOEA/D,F3,1,5D,HV,0.974868218141897
MOEA/D,F3,1,7D,HV,0.855915351997682
MOEA/D,F3,1,10D,HV,0.945331605772919
MOEA/D,F3,1,15D,HV,0.0939132808367193
MOEA/D,F3,2,3D,HV,0.065093149553425
MOEA/D,F3,2,5D,HV,0.973140254296218
MOEA/D,F3,2,7D,HV,0.869603053368099
MOEA/D,F3,2,10D,HV,0.900280952612384
MOEA/D,F3,2,15D,HV,0.093473354541591
MOEA/D,F3,3,3D,HV,0.72256337101854
MOEA/D,F3,3,5D,HV,0.971882434459833
MOEA/D,F3,3,7D,HV,0.830191377853259
MOEA/D,F3,3,10D,HV,0.927251162535791
MOEA/D,F3,3,15D,HV,0.998390979796399
MOEA/D,F3,4,3D,HV,0.555261674090767
MOEA/D,F3,4,5D,HV,0.974996215463799
MOEA/D,F3,4,7D,HV,0.920515200997305
MOEA/D,F3,4,10D,HV,0.149574879952832
MOEA/D,F3,4,15D,HV,0.0955639842766533
MOEA/D,F3,5,3D,HV,0.477457628126847
MOEA/D,F3,5,5D,HV,0.974229462275866
MOEA/D,F3,5,7D,HV,0.943987200084279
MOEA/D,F3,5,10D,HV,0.935209246101873
MOEA/D,F3,5,15D,HV,0.988658123583653
MOEA/D,F3,6,3D,HV,0.837944878934306
MOEA/D,F3,6,5D,HV,0.960457442736583
MOEA/D,F3,6,7D,HV,0.884221338460323
MOEA/D,F3,6,10D,HV,0.119189128863324
MOEA/D,F3,6,15D,HV,0.0989128297859414
MOEA/D,F3,7,3D,HV,0.85403523449947
MOEA/D,F3,7,5D,HV,0.967108380501577
MOEA/D,F3,7,7D,HV,0.906937238273328
MOEA/D,F3,7,10D,HV,0.934603290154664
MOEA/D,F3,7,15D,HV,0.0963803583517908
MOEA/D,F3,8,3D,HV,0.769882216633666
MOEA/D,F3,8,5D,HV,0.97707863343167
MOEA/D,F3,8,7D,HV,0.914985470603211
MOEA/D,F3,8,10D,HV,0.903407933473069
MOEA/D,F3,8,15D,HV,0.994743934629769
MOEA/D,F3,9,3D,HV,0.78534139843715
MOEA/D,F3,9,5D,HV,0.974709452232999
MOEA/D,F3,9,7D,HV,0.9398687086834
MOEA/D,F3,9,10D,HV,0.898209856581926
MOEA/D,F3,9,15D,HV,0.0958886463338549
MOEA/D,F3,10,3D,HV,0.711324817681347
MOEA/D,F3,10,5D,HV,0.972148275051476
MOEA/D,F3,10,7D,HV,0.925517088502024
MOEA/D,F3,10,10D,HV,0.912346300721667
MOEA/D,F3,10,15D,HV,0.990187399373148
MOEA/D,F3,11,3D,HV,0.559357724957257
MOEA/D,F3,11,5D,HV,0.965584720073549
MOEA/D,F3,11,7D,HV,0.755380208883851
MOEA/D,F3,11,10D,HV,0.0995056157824928
MOEA/D,F3,11,15D,HV,0.995850262197615
MOEA/D,F3,12,3D,HV,0.946540893786096
MOEA/D,F3,12,5D,HV,0.968086821568041
MOEA/D,F3,12,7D,HV,0.868135847665201
MOEA/D,F3,12,10D,HV,0.952101560698483
MOEA/D,F3,12,15D,HV,0.0962687288594153
MOEA/D,F3,13,3D,HV,0.852075350846239
MOEA/D,F3,13,5D,HV,0.972992565078638
MOEA/D,F3,13,7D,HV,0.909669730569675
MOEA/D,F3,13,10D,HV,0.917964318914822
MOEA/D,F3,13,15D,HV,0.0973533727478793
MOEA/D,F3,14,3D,HV,0.517525903649866
MOEA/D,F3,14,5D,HV,0.976101423108686
MOEA/D,F3,14,7D,HV,0.948704864494719
MOEA/D,F3,14,10D,HV,0.954377514691329
MOEA/D,F3,14,15D,HV,0.0925263096635946
MOEA/D,F3,15,3D,HV,0.844481943196661
MOEA/D,F3,15,5D,HV,0.971303985024313
MOEA/D,F3,15,7D,HV,0.928057538167101
MOEA/D,F3,15,10D,HV,0.8780187929068
MOEA/D,F3,15,15D,HV,0.99748754624419
MOEA/D,F3,16,3D,HV,0.439416770791451
MOEA/D,F3,16,5D,HV,0.967611754584827
MOEA/D,F3,16,7D,HV,0.936166126752526
MOEA/D,F3,16,10D,HV,0.920096539329747
MOEA/D,F3,16,15D,HV,0.994691444635674
MOEA/D,F3,17,3D,HV,0.746272543736328
MOEA/D,F3,17,5D,HV,0.962664165795916
MOEA/D,F3,17,7D,HV,0.889432410829316
MOEA/D,F3,17,10D,HV,0.939636033490958
MOEA/D,F3,17,15D,HV,0.995613047801224
MOEA/D,F3,18,3D,HV,0.772825417021653
MOEA/D,F3,18,5D,HV,0.97204612334265
MOEA/D,F3,18,7D,HV,0.9186968316258
MOEA/D,F3,18,10D,HV,0.133873025500049
MOEA/D,F3,18,15D,HV,0.09642493532243
MOEA/D,F3,19,3D,HV,0.869791838827872
MOEA/D,F3,19,5D,HV,0.976112499800004
MOEA/D,F3,19,7D,HV,0.933992204166557
MOEA/D,F3,19,10D,HV,0.952169808296633
MOEA/D,F3,19,15D,HV,0.102593071687809
MOEA/D,F3,20,3D,HV,0.704552218801432
MOEA/D,F3,20,5D,HV,0.976016501808578
MOEA/D,F3,20,7D,HV,0.908183869296882
MOEA/D,F3,20,10D,HV,0.924320652033417
MOEA/D,F3,20,15D,HV,0.991717684585607
MOEA/D,F4,1,3D,HV,1.51574466531191e-05
MOEA/D,F4,1,5D,HV,0.605191632090189
MOEA/D,F4,1,7D,HV,0.853701643639045
MOEA/D,F4,1,10D,HV,0.868969986885885
MOEA/D,F4,1,15D,HV,0.993816795739586
MOEA/D,F4,2,3D,HV,0
MOEA/D,F4,2,5D,HV,0.00184692564588361
MOEA/D,F4,2,7D,HV,0.9708989658963
MOEA/D,F4,2,10D,HV,0.802208488134304
MOEA/D,F4,2,15D,HV,0.946871812651431
MOEA/D,F4,3,3D,HV,4.14225814123274e-05
MOEA/D,F4,3,5D,HV,0
MOEA/D,F4,3,7D,HV,0.734120375551005
MOEA/D,F4,3,10D,HV,0.802368493584814
MOEA/D,F4,3,15D,HV,0.965415797872548
MOEA/D,F4,4,3D,HV,0.99609179518678
MOEA/D,F4,4,5D,HV,0.603041102228544
MOEA/D,F4,4,7D,HV,0.735073734468149
MOEA/D,F4,4,10D,HV,0.777535647604478
MOEA/D,F4,4,15D,HV,0.963243445846777
MOEA/D,F4,5,3D,HV,0.996100930534041
MOEA/D,F4,5,5D,HV,0.934894967399724
MOEA/D,F4,5,7D,HV,0.857079540193568
MOEA/D,F4,5,10D,HV,0.869588331783173
MOEA/D,F4,5,15D,HV,0.919739416680348
MOEA/D,F4,6,3D,HV,8.76398161196538e-06
MOEA/D,F4,6,5D,HV,0.60496754326427
MOEA/D,F4,6,7D,HV,0.937292241260145
MOEA/D,F4,6,10D,HV,0.916054946903998
MOEA/D,F4,6,15D,HV,0.935444727091561
MOEA/D,F4,7,3D,HV,0.995951168788684
MOEA/D,F4,7,5D,HV,0.602900143128369
MOEA/D,F4,7,7D,HV,0.856510157825332
MOEA/D,F4,7,10D,HV,0.869311677197778
MOEA/D,F4,7,15D,HV,0.944348138084507
MOEA/D,F4,8,3D,HV,0.996123173101928
MOEA/D,F4,8,5D,HV,0.605849441224336
MOEA/D,F4,8,7D,HV,0.939182502956619
MOEA/D,F4,8,10D,HV,0.869952731292872
MOEA/D,F4,8,15D,HV,0.965189618263986
MOEA/D,F4,9,3D,HV,0.996075505257844
MOEA/D,F4,9,5D,HV,0.00105177174746003
MOEA/D,F4,9,7D,HV,0.928458586483587
MOEA/D,F4,9,10D,HV,0.801202002235947
MOEA/D,F4,9,15D,HV,0.883047694369255
MOEA/D,F4,10,3D,HV,0.996059364481779
MOEA/D,F4,10,5D,HV,0.932849253279235
MOEA/D,F4,10,7D,HV,0.971339990389616
MOEA/D,F4,10,10D,HV,0.80133413576927
MOEA/D,F4,10,15D,HV,0.94692825265772
MOEA/D,F4,11,3D,HV,0.99605570476622
MOEA/D,F4,11,5D,HV,0.601291763652012
MOEA/D,F4,11,7D,HV,0.856347790598938
MOEA/D,F4,11,10D,HV,0.916917944043513
MOEA/D,F4,11,15D,HV,0.941882919216792
MOEA/D,F4,12,3D,HV,1.92434791321228e-05
MOEA/D,F4,12,5D,HV,0.603091702931171
MOEA/D,F4,12,7D,HV,0.856059259649331
MOEA/D,F4,12,10D,HV,0.870035314751367
MOEA/D,F4,12,15D,HV,0.965409331145611
MOEA/D,F4,13,3D,HV,0.995968394579912
MOEA/D,F4,13,5D,HV,0.602332692391766
MOEA/D,F4,13,7D,HV,0.734113793095882
MOEA/D,F4,13,10D,HV,0.916849812690154
MOEA/D,F4,13,15D,HV,0.832875566520009
MOEA/D,F4,14,3D,HV,0.996098331026979
MOEA/D,F4,14,5D,HV,0.604382020848151
MOEA/D,F4,14,7D,HV,0.970822170586519
MOEA/D,F4,14,10D,HV,0.868843016071773
MOEA/D,F4,14,15D,HV,0.946468669649082
MOEA/D,F4,15,3D,HV,0.996135506333181
MOEA/D,F4,15,5D,HV,0.601786927670576
MOEA/D,F4,15,7D,HV,0.854653905480333
MOEA/D,F4,15,10D,HV,0.939295996663628
MOEA/D,F4,15,15D,HV,0.964375269601816
MOEA/D,F4,16,3D,HV,0.996088041700132
MOEA/D,F4,16,5D,HV,0.594182364932925
MOEA/D,F4,16,7D,HV,0.735571806905873
MOEA/D,F4,16,10D,HV,0.916406958895116
MOEA/D,F4,16,15D,HV,0.958519618949329
MOEA/D,F4,17,3D,HV,0.996051010355338
MOEA/D,F4,17,5D,HV,0.932928768669077
MOEA/D,F4,17,7D,HV,0.8560098912359
MOEA/D,F4,17,10D,HV,0.915591447244138
MOEA/D,F4,17,15D,HV,0.91760535168581
MOEA/D,F4,18,3D,HV,0.996070129982563
MOEA/D,F4,18,5D,HV,0.605509693649559
MOEA/D,F4,18,7D,HV,0.735007909916907
MOEA/D,F4,18,10D,HV,0.801867831368707
MOEA/D,F4,18,15D,HV,0.987493499320704
MOEA/D,F4,19,3D,HV,0.000180618650574488
MOEA/D,F4,19,5D,HV,0.934688950253314
MOEA/D,F4,19,7D,HV,0.855767437472162
MOEA/D,F4,19,10D,HV,0.800461847990693
MOEA/D,F4,19,15D,HV,0.919706024041721
MOEA/D,F4,20,3D,HV,0.996109145992599
MOEA/D,F4,20,5D,HV,0.604765140453762
MOEA/D,F4,20,7D,HV,0.734690854995096
MOEA/D,F4,20,10D,HV,0.869402518992022
MOEA/D,F4,20,15D,HV,0.977028917440365
MOEA/D,F5,1,3D,HV,0.000533808178022174
MOEA/D,F5,1,5D,HV,0.988900753432639
MOEA/D,F5,1,7D,HV,0.997586737822032
MOEA/D,F5,1,10D,HV,0.997387017419992
MOEA/D,F5,1,15D,HV,0.998418305477936
MOEA/D,F5,2,3D,HV,0.000591836495899112
MOEA/D,F5,2,5D,HV,0.971530579759581
MOEA/D,F5,2,7D,HV,0.981297218120752
MOEA/D,F5,2,10D,HV,0.992161052259976
MOEA/D,F5,2,15D,HV,0.999166974218379
MOEA/D,F5,3,3D,HV,0.000406462101693544
MOEA/D,F5,3,5D,HV,0.976564986027535
MOEA/D,F5,3,7D,HV,0.98365014874427
MOEA/D,F5,3,10D,HV,0.99592682127234
MOEA/D,F5,3,15D,HV,0.999282965149999
MOEA/D,F5,4,3D,HV,0.000146805531296465
MOEA/D,F5,4,5D,HV,1
MOEA/D,F5,4,7D,HV,0.98549026115497
MOEA/D,F5,4,10D,HV,0.994620329982336
MOEA/D,F5,4,15D,HV,0.995940317393369
MOEA/D,F5,5,3D,HV,0
MOEA/D,F5,5,5D,HV,0.973179274209905
MOEA/D,F5,5,7D,HV,0.996742096059744
MOEA/D,F5,5,10D,HV,0.995337619318025
MOEA/D,F5,5,15D,HV,0.996130120736015
MOEA/D,F5,6,3D,HV,0.000388343209985324
MOEA/D,F5,6,5D,HV,0.973326479071541
MOEA/D,F5,6,7D,HV,0.980090587031768
MOEA/D,F5,6,10D,HV,0.992417227022724
MOEA/D,F5,6,15D,HV,0.991595929772763
MOEA/D,F5,7,3D,HV,0.000767502666994062
MOEA/D,F5,7,5D,HV,0.983159763828832
MOEA/D,F5,7,7D,HV,0.980060421254543
MOEA/D,F5,7,10D,HV,0.994825269792533
MOEA/D,F5,7,15D,HV,0.992850740760269
MOEA/D,F5,8,3D,HV,0.000141208617054263
MOEA/D,F5,8,5D,HV,0.984749576334501
MOEA/D,F5,8,7D,HV,0.996742096059744
MOEA/D,F5,8,10D,HV,0.985090628808189
MOEA/D,F5,8,15D,HV,0.992682026677915
MOEA/D,F5,9,3D,HV,0.000173278131832514
MOEA/D,F5,9,5D,HV,0.989813423574783
MOEA/D,F5,9,7D,HV,0.979215779492255
MOEA/D,F5,9,10D,HV,0.992365992070172
MOEA/D,F5,9,15D,HV,0.992144250540413
MOEA/D,F5,10,3D,HV,4.02680489644625e-05
MOEA/D,F5,10,5D,HV,0.958723756797241
MOEA/D,F5,10,7D,HV,0.988597336209103
MOEA/D,F5,10,10D,HV,0.976022042206984
MOEA/D,F5,10,15D,HV,1
MOEA/D,F5,11,3D,HV,0.000165936481896913
MOEA/D,F5,11,5D,HV,0.995701618040226
MOEA/D,F5,11,7D,HV,1
MOEA/D,F5,11,10D,HV,1
MOEA/D,F5,11,15D,HV,0.993430695418358
MOEA/D,F5,12,3D,HV,0.000137856630994843
MOEA/D,F5,12,5D,HV,0.983513055496758
MOEA/D,F5,12,7D,HV,0.995565630747984
MOEA/D,F5,12,10D,HV,0.992903959071939
MOEA/D,F5,12,15D,HV,0.993725945062477
MOEA/D,F5,13,3D,HV,0.000542466805875395
MOEA/D,F5,13,5D,HV,0.989077399266602
MOEA/D,F5,13,7D,HV,0.990165956624782
MOEA/D,F5,13,10D,HV,0.998053071803134
MOEA/D,F5,13,15D,HV,0.99062582379923
MOEA/D,F5,14,3D,HV,0.000428634667892576
MOEA/D,F5,14,5D,HV,0.966025117934391
MOEA/D,F5,14,7D,HV,0.987239876233997
MOEA/D,F5,14,10D,HV,0.985244333665836
MOEA/D,F5,14,15D,HV,0.994833131227923
MOEA/D,F5,15,3D,HV,0.000154869680225402
MOEA/D,F5,15,5D,HV,0.974415795047648
MOEA/D,F5,15,7D,HV,0.992941208129445
MOEA/D,F5,15,10D,HV,0.973562764484624
MOEA/D,F5,15,15D,HV,0.990035324510994
MOEA/D,F5,16,3D,HV,0.00039433373731358
MOEA/D,F5,16,5D,HV,0.963345989452615
MOEA/D,F5,16,7D,HV,0.984856779833254
MOEA/D,F5,16,10D,HV,0.999282710664312
MOEA/D,F5,16,15D,HV,0.996056308324987
MOEA/D,F5,17,3D,HV,0.000277935123982939
MOEA/D,F5,17,5D,HV,0.95884152068655
MOEA/D,F5,17,7D,HV,0.991945737481033
MOEA/D,F5,17,10D,HV,0.985372421047209
MOEA/D,F5,17,15D,HV,0.994411346022038
MOEA/D,F5,18,3D,HV,0.000174503278679203
MOEA/D,F5,18,5D,HV,0.97968572909422
MOEA/D,F5,18,7D,HV,0.971734666740555
MOEA/D,F5,18,10D,HV,0.990393446397029
MOEA/D,F5,18,15D,HV,0.994474613802922
MOEA/D,F5,19,3D,HV,0.000376235009910647
MOEA/D,F5,19,5D,HV,0.978449208256477
MOEA/D,F5,19,7D,HV,0.97879345861111
MOEA/D,F5,19,10D,HV,0.990803326017422
MOEA/D,F5,19,15D,HV,0.994232087309539
MOEA/D,F5,20,3D,HV,0.000906994144043457
MOEA/D,F5,20,5D,HV,0.985338395781046
MOEA/D,F5,20,7D,HV,0.977194672418207
MOEA/D,F5,20,10D,HV,0.987191261862705
MOEA/D,F5,20,15D,HV,0.996109031475722
MOEA/D,F6,1,3D,HV,0.00550758522505547
MOEA/D,F6,1,5D,HV,0.997541441635936
MOEA/D,F6,1,7D,HV,0.990083905415713
MOEA/D,F6,1,10D,HV,0.999034753817365
MOEA/D,F6,1,15D,HV,0.998135961626154
MOEA/D,F6,2,3D,HV,0.00553305292506317
MOEA/D,F6,2,5D,HV,0.998831603298497
MOEA/D,F6,2,7D,HV,0.996029886134929
MOEA/D,F6,2,10D,HV,0.99600819845741
MOEA/D,F6,2,15D,HV,0.991730378310526
MOEA/D,F6,3,3D,HV,0.00562077934691959
MOEA/D,F6,3,5D,HV,0.992128854911721
MOEA/D,F6,3,7D,HV,0.997169455855459
MOEA/D,F6,3,10D,HV,0.994580388287597
MOEA/D,F6,3,15D,HV,0.99871462075369
MOEA/D,F6,4,3D,HV,0.00557691218662021
MOEA/D,F6,4,5D,HV,0.99253153618504
MOEA/D,F6,4,7D,HV,0.989660233863987
MOEA/D,F6,4,10D,HV,0.995423738437477
MOEA/D,F6,4,15D,HV,0.994458040960553
MOEA/D,F6,5,3D,HV,0.00563129937197476
MOEA/D,F6,5,5D,HV,0.993076218362419
MOEA/D,F6,5,7D,HV,0.87155456028677
MOEA/D,F6,5,10D,HV,0.993212908124961
MOEA/D,F6,5,15D,HV,0.997282072870761
MOEA/D,F6,6,3D,HV,0.00555517856510409
MOEA/D,F6,6,5D,HV,0.995302837009235
MOEA/D,F6,6,7D,HV,0.998849819325623
MOEA/D,F6,6,10D,HV,0.99588753844306
MOEA/D,F6,6,15D,HV,0.993794299340232
MOEA/D,F6,7,3D,HV,0.00550030715863987
MOEA/D,F6,7,5D,HV,0.997473642824548
MOEA/D,F6,7,7D,HV,0.988714583735399
MOEA/D,F6,7,10D,HV,0.996409111686513
MOEA/D,F6,7,15D,HV,0.990580773717022
MOEA/D,F6,8,3D,HV,0.00560889449580653
MOEA/D,F6,8,5D,HV,0.992073587921672
MOEA/D,F6,8,7D,HV,0.988613492873094
MOEA/D,F6,8,10D,HV,1
MOEA/D,F6,8,15D,HV,1
MOEA/D,F6,9,3D,HV,0.0054295568929398
MOEA/D,F6,9,5D,HV,0.989468294892349
MOEA/D,F6,9,7D,HV,0.994843150142878
MOEA/D,F6,9,10D,HV,0.991945367092573
MOEA/D,F6,9,15D,HV,0.992340125136137
MOEA/D,F6,10,3D,HV,0.0055624511167893
MOEA/D,F6,10,5D,HV,0.996044683183503
MOEA/D,F6,10,7D,HV,0.989117704307022
MOEA/D,F6,10,10D,HV,0.99169331754899
MOEA/D,F6,10,15D,HV,0.998240590226661
MOEA/D,F6,11,3D,HV,0
MOEA/D,F6,11,5D,HV,0.998957921367223
MOEA/D,F6,11,7D,HV,0.991396880723204
MOEA/D,F6,11,10D,HV,0.988657992583235
MOEA/D,F6,11,15D,HV,0.989379468774663
MOEA/D,F6,12,3D,HV,0.00573221457110914
MOEA/D,F6,12,5D,HV,0.991120386595811
MOEA/D,F6,12,7D,HV,0.653431154545643
MOEA/D,F6,12,10D,HV,0.993313458136919
MOEA/D,F6,12,15D,HV,0.995458999556905
MOEA/D,F6,13,3D,HV,0.00557090214226612
MOEA/D,F6,13,5D,HV,1
MOEA/D,F6,13,7D,HV,0.99255450342165
MOEA/D,F6,13,10D,HV,0.990166242762614
MOEA/D,F6,13,15D,HV,0.997450319766543
MOEA/D,F6,14,3D,HV,0.00559319732053368
MOEA/D,F6,14,5D,HV,0.995989437072036
MOEA/D,F6,14,7D,HV,0.994273234623712
MOEA/D,F6,14,10D,HV,0.997625786887563
MOEA/D,F6,14,15D,HV,0.995260080370936
MOEA/D,F6,15,3D,HV,0.00560167587328577
MOEA/D,F6,15,5D,HV,0.998484198724834
MOEA/D,F6,15,7D,HV,0.906959300213315
MOEA/D,F6,15,10D,HV,0.992849597666688
MOEA/D,F6,15,15D,HV,0.995281153219059
MOEA/D,F6,16,3D,HV,0.00545320557760022
MOEA/D,F6,16,5D,HV,0.999147367695929
MOEA/D,F6,16,7D,HV,0.991341555550339
MOEA/D,F6,16,10D,HV,0.995373491642193
MOEA/D,F6,16,15D,HV,0.99412086724017
MOEA/D,F6,17,3D,HV,0.00564314869497906
MOEA/D,F6,17,5D,HV,0.992342027783581
MOEA/D,F6,17,7D,HV,1
MOEA/D,F6,17,10D,HV,0.992508149302326
MOEA/D,F6,17,15D,HV,0.994710846528723
MOEA/D,F6,18,3D,HV,0.00539949477178191
MOEA/D,F6,18,5D,HV,0.989255135311833
MOEA/D,F6,18,7D,HV,0.992436565483904
MOEA/D,F6,18,10D,HV,0.993303403135723
MOEA/D,F6,18,15D,HV,0.991265505305736
MOEA/D,F6,19,3D,HV,0.00549253157642039
MOEA/D,F6,19,5D,HV,0.996865746346915
MOEA/D,F6,19,7D,HV,0.992876433300727
MOEA/D,F6,19,10D,HV,0.995282849675474
MOEA/D,F6,19,15D,HV,0.992867037592622
MOEA/D,F6,20,3D,HV,0.00555452345951625
MOEA/D,F6,20,5D,HV,0.994655221091432
MOEA/D,F6,20,7D,HV,0.993537887071802
MOEA/D,F6,20,10D,HV,0.996611498529162
MOEA/D,F6,20,15D,HV,0.988378519218352
MOEA/D,F7,1,3D,HV,0.750107075540296
MOEA/D,F7,1,5D,HV,0.0201721146117323
MOEA/D,F7,1,7D,HV,0.000456710520117323
MOEA/D,F7,1,10D,HV,0.00115642942767262
MOEA/D,F7,1,15D,HV,9.99396691106925e-08
MOEA/D,F7,2,3D,HV,0.751681366833279
MOEA/D,F7,2,5D,HV,0.0296659165702483
MOEA/D,F7,2,7D,HV,0.000729833240054646
MOEA/D,F7,2,10D,HV,0.000364814191063462
MOEA/D,F7,2,15D,HV,0.00141439299467434
MOEA/D,F7,3,3D,HV,0.75165718604098
MOEA/D,F7,3,5D,HV,0.0566052365990779
MOEA/D,F7,3,7D,HV,0.000552287240958272
MOEA/D,F7,3,10D,HV,1.86635755606504e-05
MOEA/D,F7,3,15D,HV,0.000295549807716435
MOEA/D,F7,4,3D,HV,0.756229754654061
MOEA/D,F7,4,5D,HV,0.0345501607661425
MOEA/D,F7,4,7D,HV,0.000940932011222034
MOEA/D,F7,4,10D,HV,1.0275607773041e-05
MOEA/D,F7,4,15D,HV,0.000369024352430149
MOEA/D,F7,5,3D,HV,0.744507582789654
MOEA/D,F7,5,5D,HV,0.0292997557152249
MOEA/D,F7,5,7D,HV,0.000797062567101202
MOEA/D,F7,5,10D,HV,1.45331370438397e-05
MOEA/D,F7,5,15D,HV,0.000175150936746611
MOEA/D,F7,6,3D,HV,0.742749107235694
MOEA/D,F7,6,5D,HV,0.0630894742112711
MOEA/D,F7,6,7D,HV,0.000705784608000371
MOEA/D,F7,6,10D,HV,0.00920033917756668
MOEA/D,F7,6,15D,HV,9.22125933816303e-05
MOEA/D,F7,7,3D,HV,0.764011528021145
MOEA/D,F7,7,5D,HV,0.0240574961743198
MOEA/D,F7,7,7D,HV,0.000607601777184439
MOEA/D,F7,7,10D,HV,3.7534943599591e-06
MOEA/D,F7,7,15D,HV,4.30938636379772e-06
MOEA/D,F7,8,3D,HV,0
MOEA/D,F7,8,5D,HV,0.0508685619545056
MOEA/D,F7,8,7D,HV,2.88215323765946e-05
MOEA/D,F7,8,10D,HV,2.25577578174214e-05
MOEA/D,F7,8,15D,HV,0.000106408836740885
MOEA/D,F7,9,3D,HV,0.00045617467610703
MOEA/D,F7,9,5D,HV,0
MOEA/D,F7,9,7D,HV,0.000457387710589357
MOEA/D,F7,9,10D,HV,1.44717056469301e-05
MOEA/D,F7,9,15D,HV,0.000100684515376849
MOEA/D,F7,10,3D,HV,0.76057922679269
MOEA/D,F7,10,5D,HV,0.0150768712728504
MOEA/D,F7,10,7D,HV,0.000322480894445295
MOEA/D,F7,10,10D,HV,8.44957360816409e-05
MOEA/D,F7,10,15D,HV,5.65355869431649e-06
MOEA/D,F7,11,3D,HV,0.753303812265036
MOEA/D,F7,11,5D,HV,0.0364314608744711
MOEA/D,F7,11,7D,HV,0.000681799274204089
MOEA/D,F7,11,10D,HV,7.81754589383095e-06
MOEA/D,F7,11,15D,HV,8.13595535706416e-05
MOEA/D,F7,12,3D,HV,0.753571337745485
MOEA/D,F7,12,5D,HV,0.0186000794294409
MOEA/D,F7,12,7D,HV,0.000792181276840524
MOEA/D,F7,12,10D,HV,0.00479809587056566
MOEA/D,F7,12,15D,HV,9.84707350076992e-06
MOEA/D,F7,13,3D,HV,0.755272229959378
MOEA/D,F7,13,5D,HV,0.0379052482662431
MOEA/D,F7,13,7D,HV,0.000327904362758283
MOEA/D,F7,13,10D,HV,8.26092143266769e-05
MOEA/D,F7,13,15D,HV,3.22276743476764e-05
MOEA/D,F7,14,3D,HV,0.751550979494036
MOEA/D,F7,14,5D,HV,0.0543904951916566
MOEA/D,F7,14,7D,HV,0.000583551476840259
MOEA/D,F7,14,10D,HV,4.99001005078223e-05
MOEA/D,F7,14,15D,HV,1.19830692703526e-05
MOEA/D,F7,15,3D,HV,0.751255292102306
MOEA/D,F7,15,5D,HV,0.0198221941597497
MOEA/D,F7,15,7D,HV,0.00062077160598117
MOEA/D,F7,15,10D,HV,0.0100899042292515
MOEA/D,F7,15,15D,HV,0.000423341341933745
MOEA/D,F7,16,3D,HV,0.75568521943465
MOEA/D,F7,16,5D,HV,0.0458248425651833
MOEA/D,F7,16,7D,HV,0
MOEA/D,F7,16,10D,HV,0.000257921716239024
MOEA/D,F7,16,15D,HV,7.25527695229209e-06
MOEA/D,F7,17,3D,HV,0.757758571678631
MOEA/D,F7,17,5D,HV,0.0237242406518692
MOEA/D,F7,17,7D,HV,0.000560534540116025
MOEA/D,F7,17,10D,HV,1.71838315865664e-05
MOEA/D,F7,17,15D,HV,0.00141636270389751
MOEA/D,F7,18,3D,HV,0.739199353175813
MOEA/D,F7,18,5D,HV,0.041792582709038
MOEA/D,F7,18,7D,HV,0.000477933345866811
MOEA/D,F7,18,10D,HV,6.46883919458598e-05
MOEA/D,F7,18,15D,HV,8.51831948581847e-08
MOEA/D,F7,19,3D,HV,0.75718891070339
MOEA/D,F7,19,5D,HV,0.0406200265564757
MOEA/D,F7,19,7D,HV,0.000428460097142235
MOEA/D,F7,19,10D,HV,0.000307861123441523
MOEA/D,F7,19,15D,HV,0.000122567413278197
MOEA/D,F7,20,3D,HV,0.754153217490079
MOEA/D,F7,20,5D,HV,0.036000649290822
MOEA/D,F7,20,7D,HV,5.17421145882049e-05
MOEA/D,F7,20,10D,HV,0.00451695787925424
MOEA/D,F7,20,15D,HV,1.48171575655328e-05
